chainage,date,parameter,value,alert
3.4,2025-11-24,gauge,3.42,ok
3.5,2025-11-24,gauge,3.26,ok
3.6,2025-11-24,gauge,3.7,ok
3.7,2025-11-24,gauge,4.1,ok
3.8,2025-11-24,gauge,3.62,ok
3.9,2025-11-24,gauge,3.48,ok
4.0,2025-11-24,gauge,3.35,ok
4.1,2025-11-24,gauge,4.33,ok
4.2,2025-11-24,gauge,4.23,ok
4.3,2025-11-24,gauge,3.92,ok
4.4,2025-11-24,gauge,3.93,ok
4.5,2025-11-24,gauge,3.74,ok
4.6,2025-11-24,gauge,2.59,ok
4.7,2025-11-24,gauge,2.55,ok
4.8,2025-11-24,gauge,2.65,ok
4.9,2025-11-24,gauge,3.06,ok
5.0,2025-11-24,gauge,3.01,ok
5.1,2025-11-24,gauge,2.55,ok
5.2,2025-11-24,gauge,2.81,ok
5.3,2025-11-24,gauge,2.52,ok
5.4,2025-11-24,gauge,3.31,ok
5.5,2025-11-24,gauge,2.59,ok
5.6,2025-11-24,gauge,3.1,ok
5.7,2025-11-24,gauge,3.11,ok
5.8,2025-11-24,gauge,3.08,ok
5.9,2025-11-24,gauge,3.14,ok
6.0,2025-11-24,gauge,3.08,ok
6.1,2025-11-24,gauge,2.83,ok
6.2,2025-11-24,gauge,2.46,ok
6.3,2025-11-24,gauge,2.28,ok
6.4,2025-11-24,gauge,3.27,ok
6.5,2025-11-24,gauge,2.95,ok
6.6,2025-11-24,gauge,2.92,ok
6.7,2025-11-24,gauge,2.95,ok
6.8,2025-11-24,gauge,3.58,ok
6.9,2025-11-24,gauge,3.19,ok
7.0,2025-11-24,gauge,3.26,ok
7.1,2025-11-24,gauge,3.03,ok
7.2,2025-11-24,gauge,4.45,ok
7.3,2025-11-24,gauge,3.8,ok
7.4,2025-11-24,gauge,3.85,ok
7.5,2025-11-24,gauge,3.95,ok
7.6,2025-11-24,gauge,3.97,ok
7.7,2025-11-24,gauge,3.49,ok
7.8,2025-11-24,gauge,3.4,ok
7.9,2025-11-24,gauge,3.7,ok
8.0,2025-11-24,gauge,4.29,ok
8.1,2025-11-24,gauge,3.46,ok
8.2,2025-11-24,gauge,4.28,ok
8.3,2025-11-24,gauge,3.52,ok
8.4,2025-11-24,gauge,3.62,ok
8.5,2025-11-24,gauge,3.45,ok
8.6,2025-11-24,gauge,2.38,ok
8.7,2025-11-24,gauge,2.1,ok
8.8,2025-11-24,gauge,2.03,ok
8.9,2025-11-24,gauge,1.94,ok
9.0,2025-11-24,gauge,1.66,ok
9.1,2025-11-24,gauge,2.23,ok
9.2,2025-11-24,gauge,2.61,ok
9.3,2025-11-24,gauge,2.79,ok
9.4,2025-11-24,gauge,2.44,ok
9.5,2025-11-24,gauge,2.94,ok
9.6,2025-11-24,gauge,2.96,ok
9.7,2025-11-24,gauge,2.48,ok
9.8,2025-11-24,gauge,2.77,ok
9.9,2025-11-24,gauge,2.69,ok
10.0,2025-11-24,gauge,4.12,ok
10.1,2025-11-24,gauge,4.08,ok
10.2,2025-11-24,gauge,3.26,ok
10.3,2025-11-24,gauge,4.39,ok
10.4,2025-11-24,gauge,3.35,ok
10.5,2025-11-24,gauge,3.85,ok
10.6,2025-11-24,gauge,3.51,ok
10.7,2025-11-24,gauge,3.28,ok
10.8,2025-11-24,gauge,3.56,ok
10.9,2025-11-24,gauge,3.57,ok
11.0,2025-11-24,gauge,3.79,ok
11.1,2025-11-24,gauge,3.85,ok
11.2,2025-11-24,gauge,4.05,ok
11.3,2025-11-24,gauge,2.81,ok
11.4,2025-11-24,gauge,3.81,ok
11.5,2025-11-24,gauge,4.39,ok
11.6,2025-11-24,gauge,4.18,ok
11.7,2025-11-24,gauge,3.5,ok
11.8,2025-11-24,gauge,3.08,ok
11.9,2025-11-24,gauge,2.88,ok
12.0,2025-11-24,gauge,2.89,ok
12.1,2025-11-24,gauge,2.66,ok
12.2,2025-11-24,gauge,2.74,ok
12.3,2025-11-24,gauge,2.83,ok
12.4,2025-11-24,gauge,2.3,ok
12.5,2025-11-24,gauge,2.7,ok
12.6,2025-11-24,gauge,2.66,ok
12.7,2025-11-24,gauge,2.52,ok
12.8,2025-11-24,gauge,2.37,ok
12.9,2025-11-24,gauge,3.42,ok
13.0,2025-11-24,gauge,3.29,ok
13.1,2025-11-24,gauge,3.43,ok
13.2,2025-11-24,gauge,3.35,ok
13.3,2025-11-24,gauge,3.03,ok
13.4,2025-11-24,gauge,2.86,ok
13.5,2025-11-24,gauge,3.24,ok
13.6,2025-11-24,gauge,2.59,ok
13.7,2025-11-24,gauge,3.17,ok
13.8,2025-11-24,gauge,1.97,ok
13.9,2025-11-24,gauge,2.19,ok
14.0,2025-11-24,gauge,2.98,ok
14.1,2025-11-24,gauge,3.19,ok
14.2,2025-11-24,gauge,2.75,ok
14.3,2025-11-24,gauge,2.73,ok
14.4,2025-11-24,gauge,2.1,ok
14.5,2025-11-24,gauge,2.44,ok
14.6,2025-11-24,gauge,2.43,ok
14.7,2025-11-24,gauge,2.21,ok
14.8,2025-11-24,gauge,2.91,ok
14.9,2025-11-24,gauge,2.36,ok
15.0,2025-11-24,gauge,2.66,ok
15.1,2025-11-24,gauge,2.8,ok
15.2,2025-11-24,gauge,2.63,ok
15.3,2025-11-24,gauge,3.02,ok
15.4,2025-11-24,gauge,2.87,ok
15.5,2025-11-24,gauge,2.99,ok
15.6,2025-11-24,gauge,2.89,ok
15.7,2025-11-24,gauge,4.06,ok
15.8,2025-11-24,gauge,3.81,ok
15.9,2025-11-24,gauge,4.02,ok
16.0,2025-11-24,gauge,3.86,ok
16.1,2025-11-24,gauge,3.84,ok
16.2,2025-11-24,gauge,3.76,ok
16.3,2025-11-24,gauge,3.9,ok
16.4,2025-11-24,gauge,3.53,ok
16.5,2025-11-24,gauge,3.73,ok
16.6,2025-11-24,gauge,2.5,ok
16.7,2025-11-24,gauge,2.54,ok
16.8,2025-11-24,gauge,2.64,ok
16.9,2025-11-24,gauge,2.4,ok
17.0,2025-11-24,gauge,3.07,ok
17.1,2025-11-24,gauge,3.15,ok
17.2,2025-11-24,gauge,3.11,ok
17.3,2025-11-24,gauge,3.5,ok
17.4,2025-11-24,gauge,3.07,ok
17.5,2025-11-24,gauge,2.88,ok
17.6,2025-11-24,gauge,3.76,ok
17.7,2025-11-24,gauge,3.32,ok
17.8,2025-11-24,gauge,3.02,ok
17.9,2025-11-24,gauge,2.92,ok
18.0,2025-11-24,gauge,3.47,ok
18.1,2025-11-24,gauge,3.23,ok
18.2,2025-11-24,gauge,2.83,ok
18.3,2025-11-24,gauge,3.05,ok
18.4,2025-11-24,gauge,2.92,ok
18.5,2025-11-24,gauge,3.59,ok
18.6,2025-11-24,gauge,3.15,ok
18.7,2025-11-24,gauge,2.44,ok
18.8,2025-11-24,gauge,2.89,ok
18.9,2025-11-24,gauge,3.33,ok
19.0,2025-11-24,gauge,3.25,ok
19.1,2025-11-24,gauge,3.18,ok
19.2,2025-11-24,gauge,2.74,ok
19.3,2025-11-24,gauge,3.38,ok
19.4,2025-11-24,gauge,2.94,ok
19.5,2025-11-24,gauge,2.99,ok
19.6,2025-11-24,gauge,2.58,ok
19.7,2025-11-24,gauge,2.65,ok
19.8,2025-11-24,gauge,2.45,ok
19.9,2025-11-24,gauge,2.58,ok
20.0,2025-11-24,gauge,2.5,ok
20.1,2025-11-24,gauge,2.37,ok
20.2,2025-11-24,gauge,2.01,ok
20.3,2025-11-24,gauge,2.3,ok
20.4,2025-11-24,gauge,2.24,ok
20.5,2025-11-24,gauge,2.79,ok
20.6,2025-11-24,gauge,3.11,ok
20.7,2025-11-24,gauge,3.2,ok
20.8,2025-11-24,gauge,2.77,ok
20.9,2025-11-24,gauge,2.37,ok
21.0,2025-11-24,gauge,2.54,ok
21.1,2025-11-24,gauge,3.46,ok
21.2,2025-11-24,gauge,3.02,ok
21.3,2025-11-24,gauge,2.8,ok
21.4,2025-11-24,gauge,3.22,ok
21.5,2025-11-24,gauge,2.96,ok
21.6,2025-11-24,gauge,2.68,ok
21.7,2025-11-24,gauge,3.01,ok
21.8,2025-11-24,gauge,3.32,ok
21.9,2025-11-24,gauge,3.26,ok
22.0,2025-11-24,gauge,3.6,ok
22.1,2025-11-24,gauge,3.27,ok
22.2,2025-11-24,gauge,3.25,ok
22.3,2025-11-24,gauge,3.38,ok
22.4,2025-11-24,gauge,2.57,ok
22.5,2025-11-24,gauge,2.74,ok
22.6,2025-11-24,gauge,2.5,ok
22.7,2025-11-24,gauge,1.67,ok
22.8,2025-11-24,gauge,1.95,ok
22.9,2025-11-24,gauge,2.2,ok
23.0,2025-11-24,gauge,2.53,ok
23.1,2025-11-24,gauge,2.16,ok
23.2,2025-11-24,gauge,2.28,ok
23.3,2025-11-24,gauge,2.62,ok
23.4,2025-11-24,gauge,1.83,ok
23.5,2025-11-24,gauge,2.44,ok
23.6,2025-11-24,gauge,2.54,ok
23.7,2025-11-24,gauge,2.17,ok
23.8,2025-11-24,gauge,2.72,ok
23.9,2025-11-24,gauge,2.66,ok
24.0,2025-11-24,gauge,3.54,ok
24.1,2025-11-24,gauge,3.11,ok
24.2,2025-11-24,gauge,3.62,ok
24.3,2025-11-24,gauge,3.42,ok
24.4,2025-11-24,gauge,3.72,ok
24.5,2025-11-24,gauge,3.16,ok
24.6,2025-11-24,gauge,2.89,ok
24.7,2025-11-24,gauge,2.95,ok
24.8,2025-11-24,gauge,3.13,ok
24.9,2025-11-24,gauge,3.12,ok
25.0,2025-11-24,gauge,2.41,ok
25.1,2025-11-24,gauge,2.67,ok
25.2,2025-11-24,gauge,2.53,ok
25.3,2025-11-24,gauge,3.25,ok
25.4,2025-11-24,gauge,2.46,ok
25.5,2025-11-24,gauge,3.04,ok
25.6,2025-11-24,gauge,2.7,ok
25.7,2025-11-24,gauge,3.02,ok
25.8,2025-11-24,gauge,2.68,ok
25.9,2025-11-24,gauge,2.96,ok
26.0,2025-11-24,gauge,3.11,ok
26.1,2025-11-24,gauge,3.45,ok
26.2,2025-11-24,gauge,3.07,ok
26.3,2025-11-24,gauge,3.25,ok
26.4,2025-11-24,gauge,3.28,ok
26.5,2025-11-24,gauge,3.69,ok
26.6,2025-11-24,gauge,3.28,ok
26.7,2025-11-24,gauge,3.84,ok
26.8,2025-11-24,gauge,3.02,ok
26.9,2025-11-24,gauge,3.05,ok
27.0,2025-11-24,gauge,2.98,ok
27.1,2025-11-24,gauge,3.76,ok
27.2,2025-11-24,gauge,2.93,ok
27.3,2025-11-24,gauge,2.68,ok
27.4,2025-11-24,gauge,3.25,ok
27.5,2025-11-24,gauge,3.1,ok
27.6,2025-11-24,gauge,3.25,ok
27.7,2025-11-24,gauge,2.29,ok
27.8,2025-11-24,gauge,2.55,ok
27.9,2025-11-24,gauge,2.68,ok
28.0,2025-11-24,gauge,2.14,ok
28.1,2025-11-24,gauge,2.87,ok
28.2,2025-11-24,gauge,2.67,ok
28.3,2025-11-24,gauge,3.18,ok
28.4,2025-11-24,gauge,3.25,ok
28.5,2025-11-24,gauge,2.52,ok
28.6,2025-11-24,gauge,2.57,ok
28.7,2025-11-24,gauge,2.77,ok
28.8,2025-11-24,gauge,3.0,ok
28.9,2025-11-24,gauge,2.32,ok
29.0,2025-11-24,gauge,2.16,ok
29.1,2025-11-24,gauge,3.18,ok
29.2,2025-11-24,gauge,2.81,ok
29.3,2025-11-24,gauge,2.27,ok
29.4,2025-11-24,gauge,2.41,ok
29.5,2025-11-24,gauge,3.21,ok
29.6,2025-11-24,gauge,3.01,ok
29.7,2025-11-24,gauge,2.6,ok
29.8,2025-11-24,gauge,2.7,ok
29.9,2025-11-24,gauge,3.01,ok
30.0,2025-11-24,gauge,3.3,ok
30.1,2025-11-24,gauge,2.93,ok
30.2,2025-11-24,gauge,3.12,ok
30.3,2025-11-24,gauge,3.78,ok
30.4,2025-11-24,gauge,3.8,ok
30.5,2025-11-24,gauge,3.93,ok
30.6,2025-11-24,gauge,3.36,ok
30.7,2025-11-24,gauge,3.59,ok
30.8,2025-11-24,gauge,3.55,ok
30.9,2025-11-24,gauge,3.44,ok
31.0,2025-11-24,gauge,2.97,ok
31.1,2025-11-24,gauge,2.93,ok
31.2,2025-11-24,gauge,2.59,ok
31.3,2025-11-24,gauge,2.97,ok
31.4,2025-11-24,gauge,3.41,ok
31.5,2025-11-24,gauge,3.36,ok
31.6,2025-11-24,gauge,3.14,ok
31.7,2025-11-24,gauge,3.2,ok
31.8,2025-11-24,gauge,3.29,ok
31.9,2025-11-24,gauge,3.01,ok
32.0,2025-11-24,gauge,3.03,ok
32.1,2025-11-24,gauge,3.14,ok
32.2,2025-11-24,gauge,3.08,ok
32.3,2025-11-24,gauge,2.74,ok
32.4,2025-11-24,gauge,3.01,ok
32.5,2025-11-24,gauge,2.51,ok
32.6,2025-11-24,gauge,2.5,ok
32.7,2025-11-24,gauge,2.71,ok
32.8,2025-11-24,gauge,2.46,ok
32.9,2025-11-24,gauge,2.33,ok
33.0,2025-11-24,gauge,2.68,ok
33.1,2025-11-24,gauge,2.51,ok
33.2,2025-11-24,gauge,2.49,ok
33.3,2025-11-24,gauge,2.78,ok
33.4,2025-11-24,gauge,3.32,ok
33.5,2025-11-24,gauge,3.21,ok
33.6,2025-11-24,gauge,3.41,ok
33.7,2025-11-24,gauge,2.6,ok
33.8,2025-11-24,gauge,2.84,ok
33.9,2025-11-24,gauge,2.63,ok
34.0,2025-11-24,gauge,2.85,ok
34.1,2025-11-24,gauge,2.9,ok
34.2,2025-11-24,gauge,3.25,ok
34.3,2025-11-24,gauge,2.64,ok
34.4,2025-11-24,gauge,3.3,ok
34.5,2025-11-24,gauge,3.2,ok
34.6,2025-11-24,gauge,2.98,ok
34.7,2025-11-24,gauge,3.5,ok
34.8,2025-11-24,gauge,3.61,ok
34.9,2025-11-24,gauge,2.82,ok
35.0,2025-11-24,gauge,3.13,ok
35.1,2025-11-24,gauge,2.55,ok
35.2,2025-11-24,gauge,2.56,ok
35.3,2025-11-24,gauge,3.29,ok
35.4,2025-11-24,gauge,2.69,ok
35.5,2025-11-24,gauge,2.45,ok
35.6,2025-11-24,gauge,3.11,ok
35.7,2025-11-24,gauge,2.81,ok
35.8,2025-11-24,gauge,2.74,ok
35.9,2025-11-24,gauge,3.06,ok
36.0,2025-11-24,gauge,2.52,ok
36.1,2025-11-24,gauge,2.73,ok
36.2,2025-11-24,gauge,3.22,ok
36.3,2025-11-24,gauge,3.36,ok
36.4,2025-11-24,gauge,3.64,ok
36.5,2025-11-24,gauge,3.28,ok
36.6,2025-11-24,gauge,4.0,ok
36.7,2025-11-24,gauge,3.4,ok
36.8,2025-11-24,gauge,3.83,ok
36.9,2025-11-24,gauge,3.07,ok
37.0,2025-11-24,gauge,3.56,ok
37.1,2025-11-24,gauge,2.93,ok
37.2,2025-11-24,gauge,3.76,ok
37.3,2025-11-24,gauge,2.86,ok
37.4,2025-11-24,gauge,2.3,ok
37.5,2025-11-24,gauge,2.51,ok
37.6,2025-11-24,gauge,2.53,ok
37.7,2025-11-24,gauge,2.72,ok
37.8,2025-11-24,gauge,2.48,ok
37.9,2025-11-24,gauge,2.38,ok
38.0,2025-11-24,gauge,2.59,ok
38.1,2025-11-24,gauge,2.3,ok
38.2,2025-11-24,gauge,2.14,ok
38.3,2025-11-24,gauge,2.34,ok
38.4,2025-11-24,gauge,2.62,ok
38.5,2025-11-24,gauge,2.91,ok
38.6,2025-11-24,gauge,3.02,ok
38.7,2025-11-24,gauge,3.06,ok
38.8,2025-11-24,gauge,3.24,ok
38.9,2025-11-24,gauge,3.42,ok
39.0,2025-11-24,gauge,2.99,ok
39.1,2025-11-24,gauge,3.04,ok
39.2,2025-11-24,gauge,2.79,ok
39.3,2025-11-24,gauge,2.76,ok
39.4,2025-11-24,gauge,3.04,ok
39.5,2025-11-24,gauge,3.04,ok
39.6,2025-11-24,gauge,3.07,ok
39.7,2025-11-24,gauge,3.1,ok
39.8,2025-11-24,gauge,3.17,ok
39.9,2025-11-24,gauge,2.98,ok
40.0,2025-11-24,gauge,2.52,ok
40.1,2025-11-24,gauge,2.52,ok
40.2,2025-11-24,gauge,1.84,ok
40.3,2025-11-24,gauge,2.06,ok
40.4,2025-11-24,gauge,2.24,ok
40.5,2025-11-24,gauge,1.72,ok
40.6,2025-11-24,gauge,2.19,ok
40.7,2025-11-24,gauge,2.33,ok
40.8,2025-11-24,gauge,2.7,ok
40.9,2025-11-24,gauge,2.84,ok
41.0,2025-11-24,gauge,3.77,ok
41.1,2025-11-24,gauge,3.64,ok
41.2,2025-11-24,gauge,3.44,ok
41.3,2025-11-24,gauge,3.73,ok
41.4,2025-11-24,gauge,2.8,ok
41.5,2025-11-24,gauge,3.39,ok
41.6,2025-11-24,gauge,2.44,ok
41.7,2025-11-24,gauge,2.5,ok
41.8,2025-11-24,gauge,2.53,ok
41.9,2025-11-24,gauge,2.67,ok
42.0,2025-11-24,gauge,2.93,ok
42.1,2025-11-24,gauge,2.75,ok
42.2,2025-11-24,gauge,3.44,ok
42.3,2025-11-24,gauge,3.08,ok
42.4,2025-11-24,gauge,2.74,ok
42.5,2025-11-24,gauge,2.32,ok
42.6,2025-11-24,gauge,2.78,ok
42.7,2025-11-24,gauge,2.49,ok
42.8,2025-11-24,gauge,2.37,ok
42.9,2025-11-24,gauge,2.19,ok
43.0,2025-11-24,gauge,3.18,ok
43.1,2025-11-24,gauge,2.61,ok
43.2,2025-11-24,gauge,2.22,ok
43.3,2025-11-24,gauge,2.54,ok
43.4,2025-11-24,gauge,2.95,ok
43.5,2025-11-24,gauge,3.19,ok
43.6,2025-11-24,gauge,3.07,ok
43.7,2025-11-24,gauge,3.2,ok
43.8,2025-11-24,gauge,2.81,ok
43.9,2025-11-24,gauge,3.17,ok
44.0,2025-11-24,gauge,2.83,ok
44.1,2025-11-24,gauge,2.72,ok
44.2,2025-11-24,gauge,2.74,ok
44.3,2025-11-24,gauge,3.14,ok
44.4,2025-11-24,gauge,3.86,ok
44.5,2025-11-24,gauge,3.83,ok
44.6,2025-11-24,gauge,3.78,ok
44.7,2025-11-24,gauge,3.64,ok
44.8,2025-11-24,gauge,3.75,ok
44.9,2025-11-24,gauge,3.06,ok
45.0,2025-11-24,gauge,3.49,ok
45.1,2025-11-24,gauge,3.11,ok
45.2,2025-11-24,gauge,3.09,ok
45.3,2025-11-24,gauge,2.81,ok
45.4,2025-11-24,gauge,2.03,ok
45.5,2025-11-24,gauge,1.85,ok
45.6,2025-11-24,gauge,1.95,ok
45.7,2025-11-24,gauge,2.26,ok
45.8,2025-11-24,gauge,2.51,ok
45.9,2025-11-24,gauge,2.2,ok
46.0,2025-11-24,gauge,2.37,ok
46.1,2025-11-24,gauge,2.75,ok
46.2,2025-11-24,gauge,2.94,ok
46.3,2025-11-24,gauge,2.68,ok
46.4,2025-11-24,gauge,2.72,ok
46.5,2025-11-24,gauge,2.7,ok
46.6,2025-11-24,gauge,2.77,ok
46.7,2025-11-24,gauge,2.72,ok
46.8,2025-11-24,gauge,2.82,ok
46.9,2025-11-24,gauge,3.21,ok
47.0,2025-11-24,gauge,2.96,ok
47.1,2025-11-24,gauge,3.27,ok
47.2,2025-11-24,gauge,3.71,ok
47.3,2025-11-24,gauge,3.36,ok
47.4,2025-11-24,gauge,3.23,ok
47.5,2025-11-24,gauge,3.84,ok
47.6,2025-11-24,gauge,3.39,ok
47.7,2025-11-24,gauge,3.32,ok
47.8,2025-11-24,gauge,3.17,ok
47.9,2025-11-24,gauge,3.28,ok
48.0,2025-11-24,gauge,3.54,ok
48.1,2025-11-24,gauge,3.56,ok
48.2,2025-11-24,gauge,3.87,ok
48.3,2025-11-24,gauge,3.51,ok
48.4,2025-11-24,gauge,3.88,ok
48.5,2025-11-24,gauge,3.78,ok
48.6,2025-11-24,gauge,4.32,ok
48.7,2025-11-24,gauge,3.59,ok
48.8,2025-11-24,gauge,4.01,ok
48.9,2025-11-24,gauge,3.58,ok
49.0,2025-11-24,gauge,2.99,ok
49.1,2025-11-24,gauge,3.86,ok
49.2,2025-11-24,gauge,4.25,ok
49.3,2025-11-24,gauge,3.65,ok
49.4,2025-11-24,gauge,3.73,ok
49.5,2025-11-24,gauge,2.12,ok
49.6,2025-11-24,gauge,1.8,ok
49.7,2025-11-24,gauge,2.24,ok
49.8,2025-11-24,gauge,2.69,ok
49.9,2025-11-24,gauge,2.28,ok
50.0,2025-11-24,gauge,2.35,ok
50.1,2025-11-24,gauge,2.59,ok
50.2,2025-11-24,gauge,3.09,ok
50.3,2025-11-24,gauge,2.63,ok
50.4,2025-11-24,gauge,2.59,ok
50.5,2025-11-24,gauge,3.15,ok
50.6,2025-11-24,gauge,2.57,ok
50.7,2025-11-24,gauge,3.1,ok
50.8,2025-11-24,gauge,2.86,ok
50.9,2025-11-24,gauge,3.29,ok
51.0,2025-11-24,gauge,3.64,ok
51.1,2025-11-24,gauge,3.43,ok
51.2,2025-11-24,gauge,3.25,ok
51.3,2025-11-24,gauge,2.81,ok
51.4,2025-11-24,gauge,3.31,ok
51.5,2025-11-24,gauge,3.04,ok
51.6,2025-11-24,gauge,3.2,ok
51.7,2025-11-24,gauge,3.17,ok
51.8,2025-11-24,gauge,3.37,ok
51.9,2025-11-24,gauge,3.46,ok
52.0,2025-11-24,gauge,3.17,ok
52.1,2025-11-24,gauge,3.01,ok
52.2,2025-11-24,gauge,3.3,ok
52.3,2025-11-24,gauge,3.11,ok
52.4,2025-11-24,gauge,3.24,ok
52.5,2025-11-24,gauge,2.72,ok
52.6,2025-11-24,gauge,2.42,ok
52.7,2025-11-24,gauge,2.8,ok
52.8,2025-11-24,gauge,3.77,ok
52.9,2025-11-24,gauge,3.83,ok
53.0,2025-11-24,gauge,3.54,ok
53.1,2025-11-24,gauge,3.73,ok
53.2,2025-11-24,gauge,2.92,ok
53.3,2025-11-24,gauge,2.98,ok
53.4,2025-11-24,gauge,2.3,ok
53.5,2025-11-24,gauge,1.8,ok
53.6,2025-11-24,gauge,2.48,ok
53.7,2025-11-24,gauge,2.93,ok
53.8,2025-11-24,gauge,2.49,ok
53.9,2025-11-24,gauge,2.95,ok
54.0,2025-11-24,gauge,2.17,ok
54.1,2025-11-24,gauge,2.98,ok
54.2,2025-11-24,gauge,3.01,ok
54.3,2025-11-24,gauge,2.92,ok
54.4,2025-11-24,gauge,3.68,ok
54.5,2025-11-24,gauge,3.41,ok
54.6,2025-11-24,gauge,3.3,ok
54.7,2025-11-24,gauge,3.08,ok
54.8,2025-11-24,gauge,2.45,ok
54.9,2025-11-24,gauge,2.41,ok
55.0,2025-11-24,gauge,2.82,ok
55.1,2025-11-24,gauge,1.71,ok
55.2,2025-11-24,gauge,2.12,ok
55.3,2025-11-24,gauge,2.25,ok
55.4,2025-11-24,gauge,2.8,ok
55.5,2025-11-24,gauge,2.8,ok
55.6,2025-11-24,gauge,2.74,ok
55.7,2025-11-24,gauge,3.37,ok
55.8,2025-11-24,gauge,2.74,ok
55.9,2025-11-24,gauge,3.24,ok
56.0,2025-11-24,gauge,2.62,ok
56.1,2025-11-24,gauge,3.18,ok
56.2,2025-11-24,gauge,3.45,ok
56.3,2025-11-24,gauge,3.03,ok
56.4,2025-11-24,gauge,3.06,ok
56.5,2025-11-24,gauge,3.23,ok
56.6,2025-11-24,gauge,2.75,ok
56.7,2025-11-24,gauge,3.25,ok
56.8,2025-11-24,gauge,3.41,ok
56.9,2025-11-24,gauge,3.74,ok
57.0,2025-11-24,gauge,3.04,ok
57.1,2025-11-24,gauge,2.72,ok
57.2,2025-11-24,gauge,2.45,ok
57.3,2025-11-24,gauge,2.77,ok
57.4,2025-11-24,gauge,2.57,ok
57.5,2025-11-24,gauge,2.89,ok
57.6,2025-11-24,gauge,2.87,ok
57.7,2025-11-24,gauge,2.7,ok
57.8,2025-11-24,gauge,3.47,ok
57.9,2025-11-24,gauge,2.96,ok
58.0,2025-11-24,gauge,3.21,ok
58.1,2025-11-24,gauge,3.26,ok
58.2,2025-11-24,gauge,2.75,ok
58.3,2025-11-24,gauge,2.89,ok
58.4,2025-11-24,gauge,2.83,ok
58.5,2025-11-24,gauge,3.09,ok
58.6,2025-11-24,gauge,2.78,ok
58.7,2025-11-24,gauge,2.56,ok
58.8,2025-11-24,gauge,3.08,ok
58.9,2025-11-24,gauge,3.01,ok
59.0,2025-11-24,gauge,2.25,ok
59.1,2025-11-24,gauge,2.37,ok
59.2,2025-11-24,gauge,2.93,ok
59.3,2025-11-24,gauge,3.06,ok
59.4,2025-11-24,gauge,2.41,ok
59.5,2025-11-24,gauge,2.55,ok
59.6,2025-11-24,gauge,2.72,ok
59.7,2025-11-24,gauge,3.22,ok
59.8,2025-11-24,gauge,3.28,ok
59.9,2025-11-24,gauge,3.27,ok
60.0,2025-11-24,gauge,3.28,ok
0.0,2025-12-23,gauge,2.98,ok
0.1,2025-12-23,gauge,2.88,ok
0.2,2025-12-23,gauge,3.03,ok
0.3,2025-12-23,gauge,3.1,ok
0.4,2025-12-23,gauge,3.19,ok
0.5,2025-12-23,gauge,2.8,ok
0.6,2025-12-23,gauge,3.09,ok
0.7,2025-12-23,gauge,3.4,ok
0.8,2025-12-23,gauge,3.06,ok
0.9,2025-12-23,gauge,3.14,ok
1.0,2025-12-23,gauge,3.3,ok
1.1,2025-12-23,gauge,2.73,ok
1.2,2025-12-23,gauge,2.46,ok
1.3,2025-12-23,gauge,3.05,ok
1.4,2025-12-23,gauge,3.29,ok
1.5,2025-12-23,gauge,3.61,ok
1.6,2025-12-23,gauge,3.17,ok
1.7,2025-12-23,gauge,2.67,ok
1.8,2025-12-23,gauge,3.05,ok
1.9,2025-12-23,gauge,3.27,ok
2.0,2025-12-23,gauge,3.19,ok
2.1,2025-12-23,gauge,3.63,ok
2.2,2025-12-23,gauge,3.24,ok
2.3,2025-12-23,gauge,3.45,ok
2.4,2025-12-23,gauge,3.34,ok
2.5,2025-12-23,gauge,3.5,ok
2.6,2025-12-23,gauge,4.57,ok
2.7,2025-12-23,gauge,4.37,ok
2.8,2025-12-23,gauge,3.16,ok
2.9,2025-12-23,gauge,3.76,ok
3.0,2025-12-23,gauge,3.97,ok
3.1,2025-12-23,gauge,4.14,ok
3.2,2025-12-23,gauge,4.67,ok
3.3,2025-12-23,gauge,4.41,ok
3.4,2025-12-23,gauge,3.94,ok
3.5,2025-12-23,gauge,4.66,ok
3.6,2025-12-23,gauge,4.49,ok
3.7,2025-12-23,gauge,4.88,ok
3.8,2025-12-23,gauge,4.28,ok
3.9,2025-12-23,gauge,4.43,ok
4.0,2025-12-23,gauge,4.59,ok
4.1,2025-12-23,gauge,4.77,ok
4.2,2025-12-23,gauge,4.96,ok
4.3,2025-12-23,gauge,4.48,ok
4.4,2025-12-23,gauge,4.2,ok
4.5,2025-12-23,gauge,4.15,ok
4.6,2025-12-23,gauge,2.71,ok
4.7,2025-12-23,gauge,2.78,ok
4.8,2025-12-23,gauge,2.8,ok
4.9,2025-12-23,gauge,2.7,ok
5.0,2025-12-23,gauge,2.96,ok
5.1,2025-12-23,gauge,2.59,ok
5.2,2025-12-23,gauge,2.76,ok
5.3,2025-12-23,gauge,3.01,ok
5.4,2025-12-23,gauge,3.15,ok
5.5,2025-12-23,gauge,3.4,ok
5.6,2025-12-23,gauge,2.9,ok
5.7,2025-12-23,gauge,2.94,ok
5.8,2025-12-23,gauge,3.22,ok
5.9,2025-12-23,gauge,3.22,ok
6.0,2025-12-23,gauge,3.07,ok
6.1,2025-12-23,gauge,2.55,ok
6.2,2025-12-23,gauge,2.62,ok
6.3,2025-12-23,gauge,2.25,ok
6.4,2025-12-23,gauge,2.91,ok
6.5,2025-12-23,gauge,3.3,ok
6.6,2025-12-23,gauge,3.57,ok
6.7,2025-12-23,gauge,3.95,ok
